Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,7.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,6.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,9.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,10.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,7.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,7.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2011,6.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,5.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,5.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,6.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,5.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,8.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,5.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2012,8.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,7.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,4.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,5.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,7.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,7.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,4.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2013,5.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,6.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,6.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,6.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2014,4.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,5.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,3.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,3.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,6.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,4.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,3.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2015,4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,5.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,5.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,5.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2016,3.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,5.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,5.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,3.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",30,Eastern Asia,2017,5.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,1.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,1.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2001,2.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2002,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2003,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2004,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2005,0.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",31,Azerbaijan,2008,0.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,3.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2000,2.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,4.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,4.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,4.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2001,5.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,7.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,7.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,8.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,8.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,6.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,8.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,7.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2002,7.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,5.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,5.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,5.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,5.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,6.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,6.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,6.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2003,6.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,3.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,3.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2004,4.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,2.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,2.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,2.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2005,3.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.4,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2006,2.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,1.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2007,2.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.5,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2008,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.6,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.7,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2009,1.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.3,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.1,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2010,1.2,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.9,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.8,,,
1,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",32,Argentina,2011,0.9,,,
